d,t,uid
41,30,10517
41,31,10635
41,32,10855
41,33,10950
41,34,11220
41,35,11014
41,36,10374
41,37,9512
41,38,8937
41,39,8114
41,40,7570
41,41,7109
41,42,6622
41,43,6114
41,44,5773
41,45,5199
41,46,4842
41,47,4377
42,0,3402
42,1,3466
42,2,3276
42,3,3047
42,4,2995
42,5,2803
42,6,2786
42,7,2779
42,8,2830
42,9,3030
42,10,3246
42,11,3749
42,12,4617
42,13,5382
42,14,6398
42,15,7180
42,16,7799
42,17,8443
42,18,9127
42,19,9420
42,20,9741
42,21,9952
42,22,10131
42,23,10218
42,24,10424
42,25,10120
42,26,10105
42,27,10054
42,28,9908
42,29,9976
42,30,9962
42,31,9976
42,32,10152
42,33,10236
42,34,10305
42,35,9822
42,36,9155
42,37,8295
42,38,7705
42,39,7143
42,40,6733
42,41,6222
42,42,5875
42,43,5412
42,44,5166
42,45,4923
42,46,4551
42,47,4086
43,0,3157
43,1,3332
43,2,3122
43,3,2857
43,4,2884
43,5,2898
43,6,2937
43,7,2994
43,8,3306
43,9,3544
43,10,4290
43,11,5390
43,12,7129
43,13,9308
43,14,11578
43,15,12993
43,16,13103
43,17,12549
43,18,11823
43,19,11633
43,20,11723
43,21,11765
43,22,11704
43,23,11841
43,24,12513
43,25,12039
43,26,12176
43,27,11750
43,28,11606
43,29,11760
43,30,12214
43,31,12234
43,32,12469
43,33,12256
43,34,12765
43,35,12640
43,36,12194
43,37,11697
43,38,10682
43,39,9631
43,40,8430
43,41,7631
43,42,6911
43,43,6300
43,44,5789
43,45,5237
43,46,4740
43,47,4338
44,0,3399
44,1,3472
44,2,3412
44,3,3258
44,4,3188
44,5,3102
44,6,3192
44,7,3189
44,8,3441
44,9,3781
44,10,4407
44,11,5521
44,12,7129
44,13,9224
44,14,11445
44,15,12958
44,16,13161
44,17,12706
44,18,11802
44,19,11573
44,20,11608
44,21,11673
44,22,11912
44,23,11997
44,24,12602
44,25,12015
44,26,11987
44,27,11638
44,28,11444
44,29,11704
44,30,11872
44,31,11903
44,32,11968
44,33,11863
44,34,12379
44,35,12543
44,36,12093
44,37,11333
44,38,10394
44,39,9403
44,40,8503
44,41,7638
44,42,7045
44,43,6278
44,44,5845
44,45,5234
44,46,4697
44,47,4330
45,0,3438
45,1,3441
45,2,3325
45,3,3179
45,4,3039
45,5,3078
45,6,3019
45,7,3134
45,8,3322
45,9,3675
45,10,4378
45,11,5419
45,12,7147
45,13,9265
45,14,11688
45,15,13056
45,16,13140
45,17,12424
45,18,11693
45,19,11375
45,20,11523
45,21,11498
45,22,11485
45,23,11648
45,24,12327
45,25,11857
45,26,11930
45,27,11553
45,28,11329
45,29,11396
45,30,11693
45,31,11717
45,32,11921
45,33,11992
45,34,12473
45,35,12625
45,36,12130
45,37,11330
45,38,10316
45,39,9291
45,40,8329
45,41,7555
45,42,6949
45,43,6346
45,44,5779
45,45,5191
45,46,4788
45,47,4320
46,0,3358
46,1,3533
46,2,3392
46,3,3183
46,4,3179
46,5,3066
46,6,3058
46,7,3132
46,8,3393
46,9,3771
46,10,4474
46,11,5507
46,12,7234
46,13,9365
46,14,11643
46,15,13033
46,16,13321
46,17,12650
46,18,12006
46,19,11715
46,20,11713
46,21,11677
46,22,11660
46,23,11694
46,24,12495
46,25,12041
46,26,12089
46,27,11714
46,28,11776
46,29,11911
46,30,12139
46,31,12009
46,32,12067
46,33,12113
46,34,12804
46,35,12552
46,36,12149
46,37,11217
46,38,10431
46,39,9445
46,40,8603
46,41,7695
46,42,7142
46,43,6477
46,44,5998
46,45,5419
46,46,4897
46,47,4381
47,0,3478
47,1,3570
47,2,3466
47,3,3260
47,4,3220
47,5,3086
47,6,3136
47,7,3171
47,8,3468
47,9,3827
47,10,4475
47,11,5556
47,12,7322
47,13,9492
47,14,11763
47,15,12994
47,16,13222
47,17,12544
47,18,11833
47,19,11626
47,20,11657
47,21,11694
47,22,11641
47,23,11897
47,24,12656
47,25,12206
47,26,12324
47,27,11879
47,28,11728
47,29,11758
47,30,12028
47,31,12063
47,32,12287
47,33,12258
47,34,12739
47,35,12718
47,36,12559
47,37,11665
47,38,10726
47,39,9664
47,40,8705
47,41,7954
47,42,7443
47,43,6818
47,44,6264
47,45,5733
47,46,5072
47,47,4590
48,0,3546
48,1,3691
48,2,3509
48,3,3251
48,4,3174
48,5,3061
48,6,3131
48,7,3107
48,8,3185
48,9,3372
48,10,3848
48,11,4593
48,12,5692
48,13,6861
48,14,8211
48,15,9174
48,16,9686
48,17,10316
48,18,10323
48,19,10582
48,20,10661
48,21,10799
48,22,10941
48,23,11064
48,24,11332
48,25,11008
48,26,10920
48,27,10558
48,28,10539
48,29,10506
48,30,10693
48,31,10768
48,32,10811
48,33,11097
48,34,11258
48,35,10991
48,36,10210
48,37,9339
48,38,8461
48,39,7806
48,40,7520
48,41,7044
48,42,6640
48,43,6109
48,44,5772
48,45,5147
48,46,4715
48,47,4232
49,0,3279
49,1,3436
49,2,3293
49,3,3057
49,4,2964
49,5,2812
49,6,2809
49,7,2748
49,8,2832
49,9,2942
49,10,3278
49,11,3687
49,12,4435
49,13,5226
49,14,6232
49,15,7049
49,16,7668
49,17,8293
49,18,8828
49,19,9293
49,20,9585
49,21,9772
49,22,9927
49,23,10178
49,24,10246
49,25,10061
49,26,9908
49,27,9778
49,28,9822
49,29,9842
49,30,9795
49,31,9863
49,32,10044
49,33,10081
49,34,9921
49,35,9318
49,36,8910
49,37,8249
49,38,7680
49,39,7217
49,40,6800
49,41,6297
49,42,5971
49,43,5535
49,44,5154
49,45,4709
49,46,4277
49,47,3836
50,0,3036
50,1,3237
50,2,3057
50,3,2867
50,4,2802
50,5,2722
50,6,2779
50,7,2828
50,8,3072
50,9,3361
50,10,3822
50,11,4563
50,12,5708
50,13,7039
50,14,8351
50,15,9065
50,16,9305
50,17,9541
50,18,9674
50,19,10007
50,20,10307
50,21,10366
50,22,10467
50,23,10553
50,24,10988
50,25,10673
50,26,10664
50,27,10584
50,28,10382
50,29,10470
50,30,10462
50,31,10572
50,32,10634
50,33,10768
50,34,10990
50,35,10510
50,36,9884
50,37,9142
50,38,8440
50,39,7577
50,40,7081
50,41,6359
50,42,6005
50,43,5538
50,44,5216
50,45,4742
50,46,4294
50,47,3885
51,0,3173
51,1,3297
51,2,3226
51,3,3050
51,4,3032
51,5,2972
51,6,2995
51,7,3068
51,8,3316
51,9,3725
51,10,4460
51,11,5696
51,12,7309
51,13,9567
51,14,11792
51,15,13353
51,16,13446
51,17,12846
51,18,11963
51,19,11722
51,20,11796
51,21,11747
51,22,11787
51,23,11847
51,24,12756
51,25,12210
51,26,12325
51,27,11918
51,28,11762
51,29,12002
51,30,12110
51,31,12111
51,32,12202
51,33,12253
51,34,12847
51,35,12656
51,36,12084
51,37,11345
51,38,10571
51,39,9615
51,40,8592
51,41,7649
51,42,7016
51,43,6242
51,44,5800
51,45,5227
51,46,4729
51,47,4212
52,0,3355
52,1,3495
52,2,3312
52,3,3221
52,4,3186
52,5,3104
52,6,3085
52,7,3144
52,8,3427
52,9,3799
52,10,4490
52,11,5681
52,12,7310
52,13,9475
52,14,11623
52,15,13065
52,16,13348
52,17,12597
52,18,11913
52,19,11679
52,20,11688
52,21,11658
52,22,11703
52,23,11857
52,24,12599
52,25,12048
52,26,12123
52,27,11840
52,28,11638
52,29,11787
52,30,11874
52,31,11974
52,32,12078
52,33,12137
52,34,12736
52,35,12827
52,36,12371
52,37,11553
52,38,10522
52,39,9531
52,40,8476
52,41,7675
52,42,7006
52,43,6248
52,44,5803
52,45,5202
52,46,4756
52,47,4223
53,0,3244
53,1,3398
53,2,3320
53,3,3162
53,4,3094
53,5,3003
53,6,3093
53,7,3120
53,8,3353
53,9,3788
53,10,4498
53,11,5480
53,12,7274
53,13,9422
53,14,11667
53,15,13076
53,16,13332
53,17,12774
53,18,11912
53,19,11723
53,20,11703
53,21,11606
53,22,11683
53,23,11903
53,24,12602
53,25,11975
53,26,12241
53,27,11787
53,28,11629
53,29,11817
53,30,12011
53,31,12131
53,32,12116
53,33,12151
53,34,12650
53,35,12380
53,36,12031
53,37,11249
53,38,10282
53,39,9340
53,40,8430
53,41,7526
53,42,6803
53,43,6116
53,44,5852
53,45,5564
53,46,5024
53,47,4393
54,0,3418
54,1,3629
54,2,3412
54,3,3186
54,4,3159
54,5,3166
54,6,3114
54,7,3213
54,8,3441
54,9,3813
54,10,4443
54,11,5505
54,12,7341
54,13,9421
54,14,11524
54,15,13054
54,16,13216
54,17,12593
54,18,11954
54,19,11680
54,20,11830
54,21,11735
54,22,11802
54,23,11843
54,24,12888
54,25,12275
54,26,12433
54,27,11970
54,28,11893
54,29,11958
54,30,12329
54,31,12306
54,32,12583
54,33,12441
54,34,12960
54,35,12944
54,36,12643
54,37,11802
54,38,10941
54,39,9746
54,40,8808
54,41,8037
54,42,7377
54,43,6653
54,44,6221
54,45,5490
54,46,4978
54,47,4474
55,0,3507
55,1,3686
55,2,3411
55,3,3254
55,4,3122
55,5,3044
55,6,3026
55,7,3043
55,8,3132
55,9,3334
55,10,3856
55,11,4550
55,12,5644
55,13,6817
55,14,8305
55,15,9234
55,16,9801
55,17,10163
55,18,10516
55,19,10720
55,20,10910
55,21,11011
55,22,11148
55,23,11369
55,24,11654
55,25,11168
55,26,11021
55,27,10847
55,28,10771
55,29,10759
55,30,10857
55,31,10896
55,32,11136
55,33,11392
55,34,11516
55,35,10888
55,36,10241
55,37,9467
55,38,8717
55,39,7947
55,40,7427
55,41,6891
55,42,6556
55,43,6075
55,44,5640
55,45,5061
55,46,4634
55,47,4215
56,0,3275
56,1,3375
56,2,3211
56,3,3004
56,4,2949
56,5,2730
56,6,2791
56,7,2645
56,8,2771
56,9,2933
56,10,3306
56,11,3663
56,12,4361
56,13,5315
56,14,6329
56,15,7215
56,16,8051
56,17,8663
56,18,9219
56,19,9530
56,20,9928
56,21,10035
56,22,10245
56,23,10404
56,24,10541
56,25,10312
56,26,10167
56,27,10067
56,28,10096
56,29,10188
56,30,10128
56,31,10404
56,32,10526
56,33,10341
56,34,10239
56,35,9638
56,36,8883
56,37,8188
56,38,7504
56,39,6995
56,40,6485
56,41,6120
56,42,5782
56,43,5253
56,44,4938
56,45,4503
56,46,4093
56,47,3637
57,0,2853
57,1,3086
57,2,2912
57,3,2771
57,4,2689
57,5,2707
57,6,2685
57,7,2805
57,8,3073
57,9,3392
57,10,4121
57,11,5331
57,12,7113
57,13,9293
57,14,11425
57,15,13004
57,16,13154
57,17,12530
57,18,11793
57,19,11826
57,20,11833
57,21,11774
57,22,11881
57,23,12016
57,24,12911
57,25,12334
57,26,12576
57,27,12161
57,28,11996
57,29,12047
57,30,12078
57,31,12133
57,32,12156
57,33,12244
57,34,12636
57,35,12517
57,36,12134
57,37,11361
57,38,10411
57,39,9302
57,40,8349
57,41,7522
57,42,6896
57,43,6194
57,44,5784
57,45,5191
57,46,4653
57,47,4271
58,0,3370
58,1,3480
58,2,3338
58,3,3272
58,4,3178
58,5,3123
58,6,3130
58,7,3207
58,8,3445
58,9,3843
58,10,4543
58,11,5635
58,12,7367
58,13,9562
58,14,11829
58,15,13343
58,16,13683
58,17,13123
58,18,12298
58,19,12134
58,20,12036
58,21,12034
58,22,11875
58,23,12023
58,24,12817
58,25,12195
58,26,12290
58,27,11857
58,28,11665
58,29,11935
58,30,12094
58,31,12171
58,32,12270
58,33,12222
58,34,12713
58,35,12748
58,36,12411
58,37,11549
58,38,10578
58,39,9559
58,40,8531
58,41,7667
58,42,7055
58,43,6588
58,44,6085
58,45,5376
58,46,4884
58,47,4380
59,0,3456
59,1,3498
59,2,3402
59,3,3207
59,4,3113
59,5,3062
59,6,3095
59,7,3108
59,8,3380
59,9,3640
59,10,4408
59,11,5476
59,12,7224
59,13,9411
59,14,11650
59,15,13097
59,16,13136
59,17,12646
59,18,11915
59,19,11710
59,20,11806
59,21,11761
59,22,11780
59,23,11929
59,24,12688
59,25,12173
59,26,12285
59,27,11849
59,28,11705
59,29,11721
59,30,12009
59,31,12179
59,32,12347
59,33,12658
59,34,13154
59,35,13067
59,36,12519
59,37,11567
59,38,10605
59,39,9475
59,40,8434
59,41,7703
59,42,7089
59,43,6423
59,44,5843
59,45,5275
59,46,4912
59,47,4336
60,0,2037
60,1,2715
60,2,2599
60,3,2569
60,4,2587
60,5,2563
60,6,2599
60,7,2674
60,8,2923
60,9,3182
60,10,3765
60,11,4644
60,12,6137
60,13,7989
60,14,10085
60,15,11455
60,16,11990
60,17,11144
60,18,11020
60,19,10935
60,20,10969
60,21,10827
60,22,10669
60,23,10902
60,24,11882
60,25,11164
60,26,11215
60,27,10874
60,28,10690
60,29,10905
60,30,11064
60,31,11057
60,32,11451
60,33,11320
60,34,11594
60,35,11570
60,36,11226
60,37,10345
60,38,9468
60,39,8523
60,40,7678
60,41,6503
60,42,6019
60,43,5340
60,44,5032
60,45,4494
60,46,4084
60,47,3648
61,0,2291
61,1,2887
61,2,2844
61,3,2777
61,4,2818
61,5,2799
61,6,2824
61,7,2879
61,8,3122
61,9,3406
61,10,3931
61,11,4799
61,12,6246
61,13,8124
61,14,10165
61,15,11653
61,16,12217
61,17,11319
61,18,10645
61,19,10513
61,20,10693
61,21,10552
61,22,10389
61,23,10599
61,24,11642
61,25,11057
61,26,10916
61,27,10975
61,28,10664
61,29,11166
61,30,11412
61,31,11368
61,32,11215
61,33,11473
61,34,11851
61,35,11775
61,36,11471
61,37,10605
61,38,9775
61,39,8568
61,40,7864
61,41,6781
61,42,6159
61,43,5645
61,44,5317
61,45,4581
61,46,4247
61,47,3825
62,0,2412
62,1,3031
62,2,2902
62,3,2925
62,4,2850
62,5,2807
62,6,2928
62,7,2981
62,8,3198
62,9,3457
62,10,4050
62,11,4977
62,12,6433
62,13,8189
62,14,10320
62,15,11689
62,16,12153
62,17,11204
62,18,10542
62,19,10605
62,20,10798
62,21,10652
62,22,10626
62,23,11110
62,24,11902
62,25,11150
62,26,11222
62,27,10810
62,28,11108
62,29,11183
62,30,11502
62,31,11295
62,32,11610
62,33,11418
62,34,12116
62,35,12304
62,36,11699
62,37,10668
62,38,9700
62,39,8479
62,40,7648
62,41,6757
62,42,6196
62,43,5735
62,44,5280
62,45,4675
62,46,4278
62,47,3899
63,0,2440
63,1,3074
63,2,2963
63,3,2994
63,4,2919
63,5,2950
63,6,3006
63,7,3102
63,8,3214
63,9,3449
63,10,4074
63,11,5095
63,12,6615
63,13,8571
63,14,10585
63,15,12055
63,16,12475
63,17,11611
63,18,10837
63,19,10614
63,20,10897
63,21,10735
63,22,10718
63,23,10980
63,24,11784
63,25,11626
63,26,11636
63,27,11421
63,28,11144
63,29,11153
63,30,11330
63,31,11430
63,32,11874
63,33,11601
63,34,12270
63,35,12264
63,36,11713
63,37,10808
63,38,9726
63,39,8759
63,40,8067
63,41,6875
63,42,6306
63,43,5814
63,44,5455
63,45,4815
63,46,4301
63,47,3976
64,0,2436
64,1,3204
64,2,3188
64,3,3199
64,4,3069
64,5,3025
64,6,3096
64,7,3242
64,8,3317
64,9,3649
64,10,4181
64,11,5112
64,12,6472
64,13,8266
64,14,10299
64,15,11699
64,16,12203
64,17,11615
64,18,11118
64,19,10872
64,20,11311
64,21,11034
64,22,11100
64,23,11211
64,24,12120
64,25,11392
64,26,11587
64,27,11106
64,28,11185
64,29,11486
64,30,11896
64,31,11487
64,32,11593
64,33,11518
64,34,12016
64,35,11931
64,36,11719
64,37,10963
64,38,9968
64,39,9111
64,40,8465
64,41,7284
64,42,7006
64,43,6285
64,44,5794
64,45,5130
64,46,4665
64,47,4271
65,0,2492
65,1,3528
65,2,3378
65,3,3335
65,4,3251
65,5,3182
65,6,3093
65,7,3021
65,8,3149
65,9,3321
65,10,3627
65,11,4289
65,12,5175
65,13,6105
65,14,7403
65,15,8038
65,16,8813
65,17,8956
65,18,9110
65,19,9243
65,20,9860
65,21,9833
65,22,10045
65,23,10161
65,24,10458
65,25,10023
65,26,9830
65,27,9562
65,28,9600
65,29,9576
65,30,9630
65,31,9847
65,32,10294
65,33,10583
65,34,10569
65,35,10053
65,36,9426
65,37,8625
65,38,7921
65,39,7107
65,40,6613
65,41,5968
65,42,5602
65,43,5097
65,44,4956
65,45,4515
65,46,4162
65,47,3753
66,0,2353
66,1,3020
66,2,2870
66,3,2750
66,4,2738
66,5,2655
66,6,2589
66,7,2610
66,8,2622
66,9,2778
66,10,3001
66,11,3331
66,12,3942
66,13,4593
66,14,5349
66,15,5860
66,16,6536
66,17,7121
66,18,7509
66,19,7989
66,20,8500
66,21,8672
66,22,8999
66,23,8888
66,24,9163
66,25,8910
66,26,8749
66,27,8549
66,28,8556
66,29,8702
66,30,9041
66,31,8888
66,32,8996
66,33,9046
66,34,8995
66,35,8327
66,36,7874
66,37,7439
66,38,7157
66,39,6518
66,40,6136
66,41,5438
66,42,5209
66,43,4665
66,44,4454
66,45,3239
66,46,339
66,47,2363
67,0,2276
67,1,2890
67,2,2805
67,3,2726
67,4,2756
67,5,2674
67,6,2718
67,7,2739
67,8,2851
67,9,3057
67,10,3484
67,11,4155
67,12,5111
67,13,6011
67,14,7276
67,15,7883
67,16,8315
67,17,8269
67,18,8360
67,19,8639
67,20,9155
67,21,9328
67,22,9370
67,23,9438
67,24,10081
67,25,9547
67,26,9532
67,27,9251
67,28,9273
67,29,9455
67,30,9557
67,31,9548
67,32,9572
67,33,10058
67,34,9844
67,35,9215
67,36,8680
67,37,8062
67,38,7320
67,39,6582
67,40,6341
67,41,5532
67,42,5275
67,43,4891
67,44,4591
67,45,4178
67,46,3924
67,47,3448
68,0,2205
68,1,2922
68,2,2855
68,3,2864
68,4,2778
68,5,2817
68,6,2811
68,7,2991
68,8,3021
68,9,3407
68,10,3982
68,11,4906
68,12,6411
68,13,8234
68,14,10161
68,15,11662
68,16,12239
68,17,11402
68,18,10827
68,19,10403
68,20,10659
68,21,10501
68,22,10534
68,23,10832
68,24,11877
68,25,11124
68,26,11240
68,27,10991
68,28,10591
68,29,10843
68,30,11105
68,31,11176
68,32,11236
68,33,11221
68,34,11796
68,35,11677
68,36,11330
68,37,10434
68,38,9620
68,39,8983
68,40,8022
68,41,6898
68,42,6075
68,43,5674
68,44,5262
68,45,4553
68,46,4155
68,47,3769
69,0,2416
69,1,3058
69,2,2965
69,3,2886
69,4,2922
69,5,2800
69,6,2979
69,7,2997
69,8,3190
69,9,3455
69,10,4047
69,11,4986
69,12,6423
69,13,8277
69,14,10511
69,15,11779
69,16,12443
69,17,11416
69,18,10769
69,19,10488
69,20,10771
69,21,10717
69,22,10867
69,23,11050
69,24,11879
69,25,11098
69,26,11372
69,27,10991
69,28,11009
69,29,10955
69,30,11311
69,31,11217
69,32,11193
69,33,11518
69,34,12146
69,35,12309
69,36,11503
69,37,10445
69,38,9702
69,39,8512
69,40,7773
69,41,6881
69,42,6311
69,43,5877
69,44,5470
69,45,4717
69,46,4258
69,47,3805
70,0,2498
70,1,3094
70,2,3014
70,3,2904
70,4,3052
70,5,2885
70,6,2968
70,7,3059
70,8,3213
70,9,3546
70,10,4144
70,11,5058
70,12,6645
70,13,8370
70,14,10651
70,15,11953
70,16,12484
70,17,11442
70,18,10826
70,19,10564
70,20,10663
70,21,10455
70,22,10647
70,23,10897
70,24,11756
70,25,11391
70,26,11723
70,27,11113
70,28,11075
70,29,10982
70,30,11423
70,31,11210
70,32,11595
70,33,11405
70,34,11829
70,35,11575
70,36,11248
70,37,10447
70,38,9587
70,39,8629
70,40,7966
70,41,6831
70,42,6302
70,43,5589
70,44,5295
70,45,4686
70,46,4262
70,47,3814
71,0,2415
71,1,3064
71,2,2943
71,3,2955
71,4,2844
71,5,2900
71,6,2969
71,7,2997
71,8,3164
71,9,3426
71,10,4062
71,11,4938
71,12,6405
71,13,8206
71,14,10275
71,15,11617
71,16,12134
71,17,11416
71,18,10823
71,19,10658
71,20,10937
71,21,10749
71,22,10854
71,23,10983
71,24,11872
71,25,11163
71,26,11282
71,27,10837
71,28,10786
71,29,10986
71,30,11639
71,31,11684
71,32,11521
71,33,11599
71,34,12153
71,35,12129
71,36,11675
71,37,10920
71,38,10247
71,39,9235
71,40,8343
71,41,7172
71,42,6729
71,43,6021
71,44,5601
71,45,4919
71,46,4404
71,47,4058
72,0,2485
72,1,3083
72,2,3042
72,3,2996
72,4,2921
72,5,2801
72,6,2933
72,7,2879
72,8,2983
72,9,3144
72,10,3444
72,11,3970
72,12,4962
72,13,5887
72,14,7044
72,15,7859
72,16,8628
72,17,8693
72,18,8806
72,19,9117
72,20,9535
72,21,9626
72,22,9811
72,23,9990
72,24,10392
72,25,9744
72,26,9760
72,27,9516
72,28,9499
72,29,9543
72,30,9624
72,31,9767
72,32,9964
72,33,9942
72,34,10036
72,35,9576
72,36,9061
72,37,8283
72,38,7582
72,39,6853
72,40,6562
72,41,5726
72,42,5419
72,43,5034
72,44,4717
72,45,4213
72,46,3880
72,47,3590
73,0,2168
73,1,2723
73,2,2686
73,3,2603
73,4,2599
73,5,2454
73,6,2488
73,7,2446
73,8,2478
73,9,2586
73,10,2789
73,11,3107
73,12,3663
73,13,4183
73,14,4875
73,15,5433
73,16,6218
73,17,6712
73,18,7009
73,19,7534
73,20,8140
73,21,8268
73,22,8580
73,23,8808
73,24,9061
73,25,8756
73,26,8678
73,27,8554
73,28,8549
73,29,8802
73,30,8611
73,31,8508
73,32,8690
73,33,8986
73,34,8757
73,35,8038
73,36,7430
73,37,6841
73,38,6320
73,39,5749
73,40,5585
73,41,4891
73,42,4757
73,43,4410
73,44,4227
73,45,3752
73,46,3506
73,47,3163
74,0,2052
74,1,2632
74,2,2566
74,3,2457
74,4,2512
74,5,2513
74,6,2505
74,7,2640
74,8,2856
74,9,3018
74,10,3629
74,11,4554
74,12,5883
74,13,7692
74,14,10146
74,15,11443
74,16,12103
74,17,11134
74,18,10494
74,19,10177
74,20,10495
74,21,10374
74,22,10522
74,23,10620
74,24,11497
74,25,10800
74,26,10848
74,27,10706
74,28,10802
74,29,11024
74,30,11177
74,31,11125
74,32,11234
74,33,10992
74,34,11278
74,35,11185
74,36,10883
74,37,10094
74,38,9162
74,39,8110
74,40,7576
74,41,6391
74,42,5798
74,43,5229
74,44,4950
74,45,4258
74,46,3831
74,47,3537
